city,city_tier,platform_type,month_of_year,shield_score,daily_earnings,weekly_earnings,renewal_count,historical_payout_count,claim_frequency,flood_risk_score,aqi_risk_score,heat_risk_score,rainfall_risk_score,traffic_disruption_risk,social_disruption_risk,historical_disruption_freq,is_monsoon,is_heat_season,is_holiday_period,weekly_premium
Coimbatore,Tier 3,Delivery Partner,12,84,759.0,4554.0,16,7,0.438,0.645,0.69,0.482,0.669,0.524,0.084,0.237,0,0,1,66
Surat,Tier 2,Construction Worker,1,89,1084.0,6504.0,0,3,3.0,0.494,0.46,0.315,0.52,0.383,0.179,0.143,0,0,1,63
Patna,Tier 3,Domestic Worker,2,46,1006.0,6036.0,10,5,0.5,0.536,0.669,0.536,0.506,0.526,0.223,0.112,0,0,0,74
Bareilly,Tier 4,Last-Mile Logistics,3,54,1076.0,6456.0,17,4,0.235,0.563,0.382,0.474,0.546,0.592,0.323,0.098,0,0,0,60
Ahmedabad,Tier 2,Last-Mile Logistics,8,60,920.0,5520.0,19,5,0.263,0.439,0.537,0.427,0.476,0.319,0.05,0.219,1,0,0,86
Nagpur,Tier 2,Grocery Rider,8,94,1144.0,6864.0,13,3,0.231,0.357,0.433,0.544,0.408,0.262,0.186,0.175,1,0,0,86
Indore,Tier 3,Construction Worker,6,83,551.0,3306.0,11,6,0.545,0.537,0.456,0.591,0.541,0.413,0.021,0.113,1,1,0,65
Jaipur,Tier 2,Gig Driver,3,69,902.0,5412.0,18,2,0.111,0.392,0.503,0.437,0.38,0.222,0.055,0.305,0,0,0,64
Gorakhpur,Tier 4,Construction Worker,4,57,542.0,3252.0,3,4,1.333,0.668,0.386,0.615,0.642,0.231,0.392,0.289,0,1,0,59
Ahmedabad,Tier 2,Domestic Worker,7,81,1007.0,6042.0,12,3,0.25,0.324,0.457,0.346,0.303,0.461,0.107,0.296,1,0,0,77
Hyderabad,Tier 1,Construction Worker,3,88,1031.0,6186.0,15,0,0.0,0.39,0.487,0.363,0.41,0.587,0.131,0.327,0,0,0,87
Kolkata,Tier 1,Gig Driver,8,66,891.0,5346.0,4,8,2.0,0.268,0.469,0.278,0.253,0.274,0.305,0.232,1,0,0,96
Muzaffarpur,Tier 4,Construction Worker,6,77,936.0,5616.0,15,4,0.267,0.494,0.318,0.612,0.447,0.107,0.052,0.125,1,1,0,50
Jaipur,Tier 2,Domestic Worker,10,66,510.0,3060.0,1,6,6.0,0.418,0.499,0.374,0.378,0.139,0.157,0.096,0,0,1,49
Chennai,Tier 1,Construction Worker,3,89,838.0,5028.0,1,3,3.0,0.258,0.486,0.404,0.318,0.477,0.221,0.159,0,0,0,71
Jaipur,Tier 2,Gig Driver,11,82,431.0,2586.0,3,7,2.333,0.497,0.516,0.47,0.451,0.403,0.194,0.082,0,0,1,66
Surat,Tier 2,Last-Mile Logistics,6,78,840.0,5040.0,11,8,0.727,0.353,0.368,0.479,0.388,0.407,0.204,0.18,1,1,0,77
Muzaffarpur,Tier 4,Last-Mile Logistics,6,54,1153.0,6918.0,0,6,6.0,0.597,0.278,0.562,0.618,0.181,0.117,0.254,1,1,0,61
Chennai,Tier 1,Last-Mile Logistics,11,84,504.0,3024.0,19,3,0.158,0.391,0.417,0.253,0.442,0.391,0.141,0.12,0,0,1,64
Gorakhpur,Tier 4,Domestic Worker,11,74,1193.0,7158.0,20,8,0.4,0.696,0.359,0.561,0.676,0.441,0.041,0.149,0,0,1,64
Kolkata,Tier 1,Last-Mile Logistics,6,71,1028.0,6168.0,10,8,0.8,0.321,0.484,0.271,0.344,0.236,0.246,0.343,1,1,0,91
Bhopal,Tier 3,Construction Worker,8,69,778.0,4668.0,2,6,3.0,0.642,0.643,0.625,0.611,0.596,0.041,0.066,1,0,0,91
Bareilly,Tier 4,Last-Mile Logistics,8,85,1021.0,6126.0,20,2,0.1,0.584,0.399,0.599,0.557,0.381,0.213,0.297,1,0,0,66
Kolkata,Tier 1,Construction Worker,6,71,1011.0,6066.0,13,6,0.462,0.225,0.594,0.343,0.206,0.282,0.244,0.086,1,1,0,101
Bangalore,Tier 1,Delivery Partner,3,74,664.0,3984.0,10,3,0.3,0.298,0.585,0.4,0.335,0.295,0.195,0.347,0,0,0,80
Surat,Tier 2,Last-Mile Logistics,11,67,633.0,3798.0,9,4,0.444,0.441,0.541,0.373,0.405,0.106,0.171,0.173,0,0,1,57
Bareilly,Tier 4,Construction Worker,7,71,605.0,3630.0,8,7,0.875,0.673,0.323,0.6,0.615,0.291,0.378,0.227,1,0,0,62
Nagpur,Tier 2,Construction Worker,10,86,1128.0,6768.0,16,7,0.438,0.318,0.476,0.54,0.303,0.46,0.246,0.254,0,0,1,67
Indore,Tier 3,Grocery Rider,3,55,947.0,5682.0,0,2,2.0,0.454,0.555,0.447,0.409,0.585,0.173,0.341,0,0,0,61
Ahmedabad,Tier 2,Construction Worker,5,75,561.0,3366.0,23,1,0.043,0.448,0.546,0.328,0.494,0.197,0.245,0.346,0,1,0,69
Pune,Tier 2,Grocery Rider,7,62,551.0,3306.0,3,1,0.333,0.375,0.548,0.338,0.403,0.262,0.136,0.249,1,0,0,73
Bangalore,Tier 1,Gig Driver,9,88,525.0,3150.0,1,0,0.0,0.397,0.416,0.299,0.423,0.527,0.101,0.148,1,0,0,85
Patna,Tier 3,Domestic Worker,2,54,1049.0,6294.0,3,4,1.333,0.593,0.486,0.516,0.611,0.269,0.253,0.065,0,0,0,66
Bareilly,Tier 4,Grocery Rider,2,59,1064.0,6384.0,20,6,0.3,0.539,0.27,0.66,0.49,0.298,0.148,0.135,0,0,0,50
Lucknow,Tier 2,Grocery Rider,4,74,451.0,2706.0,23,4,0.174,0.429,0.482,0.525,0.417,0.387,0.2,0.197,0,1,0,78
Coimbatore,Tier 3,Construction Worker,3,54,1005.0,6030.0,4,8,2.0,0.513,0.69,0.465,0.53,0.57,0.265,0.311,0,0,0,73
Kolkata,Tier 1,Delivery Partner,1,66,880.0,5280.0,21,5,0.238,0.239,0.534,0.308,0.289,0.364,0.164,0.131,0,0,1,78
Surat,Tier 2,Gig Driver,8,81,571.0,3426.0,17,4,0.235,0.493,0.386,0.325,0.455,0.387,0.312,0.16,1,0,0,78
Muzaffarpur,Tier 4,Gig Driver,3,71,520.0,3120.0,22,8,0.364,0.566,0.37,0.658,0.555,0.397,0.107,0.244,0,0,0,49
Kolkata,Tier 1,Domestic Worker,10,73,602.0,3612.0,14,6,0.429,0.439,0.521,0.333,0.413,0.222,0.333,0.234,0,0,1,84
Agra,Tier 3,Construction Worker,11,70,497.0,2982.0,17,4,0.235,0.402,0.577,0.65,0.431,0.254,0.351,0.285,0,0,1,56
Nagpur,Tier 2,Gig Driver,9,62,581.0,3486.0,7,1,0.143,0.367,0.456,0.372,0.348,0.481,0.396,0.283,1,0,0,82
Coimbatore,Tier 3,Last-Mile Logistics,6,59,574.0,3444.0,13,4,0.308,0.434,0.588,0.551,0.461,0.44,0.117,0.149,1,1,0,69
Hyderabad,Tier 1,Last-Mile Logistics,1,58,570.0,3420.0,0,8,8.0,0.294,0.468,0.272,0.348,0.527,0.088,0.069,0,0,1,76
Hyderabad,Tier 1,Last-Mile Logistics,5,62,715.0,4290.0,15,8,0.533,0.216,0.457,0.448,0.275,0.204,0.134,0.09,0,1,0,78
Mumbai,Tier 1,Construction Worker,8,78,1012.0,6072.0,24,7,0.292,0.41,0.602,0.254,0.388,0.427,0.15,0.345,1,0,0,117
Lucknow,Tier 2,Delivery Partner,7,75,561.0,3366.0,9,3,0.333,0.466,0.43,0.547,0.435,0.358,0.317,0.18,1,0,0,89
Mumbai,Tier 1,Domestic Worker,6,75,740.0,4440.0,6,6,1.0,0.351,0.414,0.461,0.381,0.302,0.006,0.228,1,1,0,92
Muzaffarpur,Tier 4,Gig Driver,7,57,554.0,3324.0,7,2,0.286,0.613,0.213,0.528,0.567,0.39,0.265,0.266,1,0,0,56
Patna,Tier 3,Gig Driver,4,67,463.0,2778.0,8,1,0.125,0.507,0.686,0.454,0.482,0.15,0.242,0.254,0,1,0,61
Indore,Tier 3,Construction Worker,4,83,789.0,4734.0,16,4,0.25,0.434,0.522,0.566,0.452,0.366,0.273,0.241,0,1,0,66
Lucknow,Tier 2,Construction Worker,12,74,1023.0,6138.0,17,4,0.235,0.312,0.52,0.526,0.319,0.49,0.29,0.068,0,0,1,82
Indore,Tier 3,Grocery Rider,2,59,1174.0,7044.0,5,2,0.4,0.603,0.477,0.43,0.602,0.272,0.014,0.212,0,0,0,63
Lucknow,Tier 2,Delivery Partner,11,61,1042.0,6252.0,14,7,0.5,0.479,0.539,0.506,0.453,0.232,0.083,0.28,0,0,1,77
Jaipur,Tier 2,Construction Worker,10,72,1105.0,6630.0,15,3,0.2,0.41,0.447,0.406,0.377,0.116,0.278,0.182,0,0,1,68
Surat,Tier 2,Delivery Partner,3,96,622.0,3732.0,1,8,8.0,0.369,0.468,0.397,0.414,0.326,0.241,0.319,0,0,0,63
Mumbai,Tier 1,Grocery Rider,2,61,1127.0,6762.0,9,4,0.444,0.362,0.42,0.284,0.341,0.415,0.294,0.308,0,0,0,82
Hyderabad,Tier 1,Construction Worker,8,59,687.0,4122.0,23,0,0.0,0.429,0.544,0.435,0.435,0.114,0.026,0.211,1,0,0,97
Ahmedabad,Tier 2,Delivery Partner,3,61,978.0,5868.0,0,7,7.0,0.453,0.453,0.487,0.448,0.439,0.306,0.348,0,0,0,82
Pune,Tier 2,Last-Mile Logistics,7,59,532.0,3192.0,9,7,0.778,0.301,0.523,0.529,0.31,0.19,0.114,0.187,1,0,0,69
Nagpur,Tier 2,Gig Driver,12,60,989.0,5934.0,1,5,5.0,0.252,0.485,0.498,0.253,0.402,0.268,0.247,0,0,1,67
Bangalore,Tier 1,Grocery Rider,1,48,1069.0,6414.0,8,6,0.75,0.39,0.48,0.276,0.358,0.147,0.233,0.065,0,0,1,78
Bangalore,Tier 1,Domestic Worker,8,86,635.0,3810.0,5,3,0.6,0.391,0.586,0.311,0.425,0.474,0.159,0.113,1,0,0,96
Jaipur,Tier 2,Gig Driver,1,81,912.0,5472.0,3,3,1.0,0.293,0.521,0.407,0.323,0.467,0.206,0.294,0,0,1,67
Patna,Tier 3,Gig Driver,4,81,521.0,3126.0,23,0,0.0,0.609,0.684,0.434,0.597,0.229,0.302,0.266,0,1,0,71
Pune,Tier 2,Gig Driver,12,78,766.0,4596.0,24,1,0.042,0.332,0.39,0.342,0.365,0.375,0.049,0.084,0,0,1,52
Agra,Tier 3,Construction Worker,4,73,970.0,5820.0,15,6,0.4,0.415,0.59,0.421,0.464,0.554,0.279,0.328,0,1,0,72
Lucknow,Tier 2,Last-Mile Logistics,3,77,856.0,5136.0,20,0,0.0,0.327,0.404,0.382,0.357,0.186,0.103,0.19,0,0,0,54
Muzaffarpur,Tier 4,Domestic Worker,2,77,1139.0,6834.0,8,7,0.875,0.637,0.367,0.596,0.622,0.193,0.358,0.125,0,0,0,49
Lucknow,Tier 2,Grocery Rider,6,74,540.0,3240.0,1,3,3.0,0.343,0.357,0.334,0.326,0.127,0.263,0.301,1,1,0,60
Chennai,Tier 1,Grocery Rider,11,83,571.0,3426.0,13,5,0.385,0.281,0.438,0.405,0.295,0.407,0.305,0.214,0,0,1,70
Mumbai,Tier 1,Grocery Rider,5,79,639.0,3834.0,18,1,0.056,0.29,0.579,0.403,0.279,0.288,0.187,0.176,0,1,0,86
Patna,Tier 3,Grocery Rider,1,70,944.0,5664.0,1,7,7.0,0.624,0.484,0.463,0.616,0.5,0.015,0.345,0,0,1,69
Bareilly,Tier 4,Grocery Rider,6,46,634.0,3804.0,24,1,0.042,0.494,0.398,0.689,0.486,0.576,0.33,0.194,1,1,0,64
Ahmedabad,Tier 2,Grocery Rider,8,63,847.0,5082.0,2,5,2.5,0.265,0.524,0.313,0.32,0.512,0.095,0.147,1,0,0,84
Delhi,Tier 1,Delivery Partner,6,100,630.0,3780.0,20,2,0.1,0.348,0.474,0.264,0.313,0.151,0.317,0.338,1,1,0,77
Muzaffarpur,Tier 4,Delivery Partner,3,77,517.0,3102.0,15,3,0.2,0.588,0.236,0.603,0.623,0.198,0.306,0.057,0,0,0,49
Surat,Tier 2,Domestic Worker,11,61,682.0,4092.0,24,5,0.208,0.293,0.443,0.404,0.294,0.428,0.368,0.17,0,0,1,63
Coimbatore,Tier 3,Construction Worker,4,64,1083.0,6498.0,0,6,6.0,0.543,0.564,0.437,0.534,0.239,0.377,0.315,0,1,0,72
Nagpur,Tier 2,Construction Worker,3,72,580.0,3480.0,8,0,0.0,0.353,0.569,0.432,0.351,0.204,0.32,0.237,0,0,0,62
Bhopal,Tier 3,Construction Worker,8,54,667.0,4002.0,17,4,0.235,0.64,0.58,0.5,0.628,0.489,0.136,0.104,1,0,0,82
Muzaffarpur,Tier 4,Construction Worker,8,93,970.0,5820.0,6,2,0.333,0.67,0.293,0.469,0.699,0.318,0.249,0.25,1,0,0,59
Muzaffarpur,Tier 4,Last-Mile Logistics,6,54,1004.0,6024.0,23,7,0.304,0.651,0.338,0.572,0.597,0.142,0.136,0.143,1,1,0,62
Jaipur,Tier 2,Domestic Worker,9,74,534.0,3204.0,5,1,0.2,0.495,0.444,0.327,0.495,0.537,0.355,0.053,1,0,0,94
Agra,Tier 3,Grocery Rider,8,67,431.0,2586.0,9,4,0.444,0.612,0.666,0.549,0.608,0.507,0.315,0.317,1,0,0,84
Muzaffarpur,Tier 4,Last-Mile Logistics,8,77,1197.0,7182.0,0,8,8.0,0.479,0.412,0.575,0.47,0.407,0.022,0.202,1,0,0,60
Patna,Tier 3,Construction Worker,3,68,741.0,4446.0,0,5,5.0,0.635,0.557,0.49,0.616,0.36,0.253,0.29,0,0,0,65
Bareilly,Tier 4,Grocery Rider,6,87,827.0,4962.0,23,1,0.043,0.535,0.364,0.629,0.537,0.128,0.068,0.136,1,1,0,49
Muzaffarpur,Tier 4,Gig Driver,4,83,415.0,2490.0,16,7,0.438,0.639,0.266,0.528,0.628,0.208,0.354,0.076,0,1,0,49
Muzaffarpur,Tier 4,Grocery Rider,10,85,893.0,5358.0,9,5,0.556,0.523,0.305,0.627,0.568,0.547,0.137,0.349,0,0,1,49
Indore,Tier 3,Construction Worker,6,66,449.0,2694.0,3,1,0.333,0.459,0.557,0.583,0.476,0.219,0.201,0.328,1,1,0,66
Agra,Tier 3,Construction Worker,2,65,1186.0,7116.0,1,2,2.0,0.577,0.466,0.409,0.536,0.464,0.073,0.203,0,0,0,66
Kolkata,Tier 1,Delivery Partner,4,80,1156.0,6936.0,3,7,2.333,0.202,0.516,0.256,0.273,0.359,0.03,0.083,0,1,0,77
Pune,Tier 2,Delivery Partner,1,79,954.0,5724.0,18,6,0.333,0.467,0.442,0.311,0.518,0.109,0.379,0.161,0,0,1,63
Bhopal,Tier 3,Domestic Worker,10,67,852.0,5112.0,22,4,0.182,0.559,0.635,0.445,0.599,0.419,0.339,0.212,0,0,1,66
Delhi,Tier 1,Last-Mile Logistics,4,76,866.0,5196.0,19,1,0.053,0.417,0.638,0.419,0.43,0.102,0.016,0.11,0,1,0,93
Mumbai,Tier 1,Grocery Rider,11,64,644.0,3864.0,15,1,0.067,0.29,0.505,0.275,0.265,0.437,0.215,0.183,0,0,1,71
Coimbatore,Tier 3,Construction Worker,1,85,742.0,4452.0,11,8,0.727,0.56,0.688,0.61,0.547,0.422,0.071,0.218,0,0,1,66
Indore,Tier 3,Last-Mile Logistics,12,72,1142.0,6852.0,1,4,4.0,0.502,0.7,0.545,0.456,0.393,0.11,0.06,0,0,1,72
Agra,Tier 3,Delivery Partner,12,65,1037.0,6222.0,2,4,2.0,0.472,0.499,0.643,0.461,0.401,0.244,0.218,0,0,1,68
Bangalore,Tier 1,Grocery Rider,9,75,723.0,4338.0,3,1,0.333,0.416,0.445,0.386,0.469,0.413,0.327,0.246,1,0,0,110
Ahmedabad,Tier 2,Domestic Worker,7,62,787.0,4722.0,6,3,0.5,0.425,0.407,0.301,0.417,0.584,0.278,0.17,1,0,0,85
Agra,Tier 3,Construction Worker,4,65,536.0,3216.0,18,2,0.111,0.427,0.677,0.649,0.401,0.127,0.132,0.188,0,1,0,60
Muzaffarpur,Tier 4,Construction Worker,9,64,561.0,3366.0,13,1,0.077,0.644,0.378,0.609,0.618,0.555,0.388,0.102,1,0,0,63
Gorakhpur,Tier 4,Last-Mile Logistics,11,73,473.0,2838.0,14,6,0.429,0.559,0.345,0.581,0.536,0.371,0.384,0.112,0,0,1,49
Chennai,Tier 1,Grocery Rider,3,67,453.0,2718.0,17,6,0.353,0.338,0.426,0.256,0.321,0.382,0.281,0.111,0,0,0,68
Agra,Tier 3,Last-Mile Logistics,11,59,891.0,5346.0,5,8,1.6,0.503,0.613,0.649,0.546,0.102,0.354,0.07,0,0,1,67
Bareilly,Tier 4,Gig Driver,6,62,490.0,2940.0,10,8,0.8,0.632,0.436,0.603,0.64,0.481,0.105,0.064,1,1,0,61
Surat,Tier 2,Last-Mile Logistics,7,69,1132.0,6792.0,24,6,0.25,0.285,0.484,0.448,0.311,0.15,0.128,0.065,1,0,0,77
Surat,Tier 2,Domestic Worker,4,57,849.0,5094.0,18,8,0.444,0.423,0.483,0.409,0.419,0.521,0.088,0.27,0,1,0,84
Pune,Tier 2,Gig Driver,9,66,638.0,3828.0,23,4,0.174,0.368,0.373,0.311,0.342,0.194,0.202,0.305,1,0,0,69
Nagpur,Tier 2,Gig Driver,8,66,458.0,2748.0,12,0,0.0,0.392,0.49,0.512,0.452,0.354,0.138,0.106,1,0,0,83
Delhi,Tier 1,Last-Mile Logistics,10,72,844.0,5064.0,0,8,8.0,0.406,0.526,0.479,0.428,0.52,0.059,0.307,0,0,1,94
Hyderabad,Tier 1,Last-Mile Logistics,1,60,552.0,3312.0,9,3,0.333,0.432,0.408,0.366,0.42,0.433,0.336,0.158,0,0,1,83
Pune,Tier 2,Last-Mile Logistics,1,75,1027.0,6162.0,24,4,0.167,0.474,0.46,0.359,0.468,0.458,0.044,0.131,0,0,1,73
Muzaffarpur,Tier 4,Domestic Worker,9,70,1062.0,6372.0,18,2,0.111,0.456,0.369,0.683,0.434,0.447,0.39,0.339,1,0,0,66
Chennai,Tier 1,Delivery Partner,8,67,519.0,3114.0,11,2,0.182,0.376,0.581,0.419,0.372,0.185,0.232,0.195,1,0,0,97
Hyderabad,Tier 1,Last-Mile Logistics,6,66,671.0,4026.0,18,3,0.167,0.273,0.453,0.316,0.255,0.273,0.015,0.106,1,1,0,83
Ahmedabad,Tier 2,Last-Mile Logistics,5,62,935.0,5610.0,2,6,3.0,0.429,0.495,0.54,0.388,0.469,0.384,0.309,0,1,0,100
Gorakhpur,Tier 4,Grocery Rider,12,66,538.0,3228.0,2,5,2.5,0.6,0.378,0.529,0.594,0.445,0.169,0.306,0,0,1,49
Bhopal,Tier 3,Grocery Rider,8,55,846.0,5076.0,22,1,0.045,0.639,0.67,0.501,0.604,0.217,0.213,0.084,1,0,0,87
Bareilly,Tier 4,Construction Worker,5,58,1177.0,7062.0,1,6,6.0,0.632,0.287,0.473,0.62,0.207,0.215,0.301,0,1,0,54
Bangalore,Tier 1,Delivery Partner,6,90,833.0,4998.0,11,6,0.545,0.432,0.633,0.378,0.419,0.33,0.075,0.241,1,1,0,109
Indore,Tier 3,Delivery Partner,4,60,558.0,3348.0,23,0,0.0,0.52,0.672,0.542,0.536,0.27,0.229,0.184,0,1,0,68
Patna,Tier 3,Delivery Partner,5,67,795.0,4770.0,16,0,0.0,0.474,0.532,0.64,0.445,0.256,0.204,0.309,0,1,0,69
Surat,Tier 2,Domestic Worker,10,90,1085.0,6510.0,4,5,1.25,0.328,0.448,0.389,0.378,0.122,0.123,0.254,0,0,1,53
Agra,Tier 3,Construction Worker,4,50,832.0,4992.0,4,0,0.0,0.449,0.558,0.525,0.494,0.23,0.347,0.243,0,1,0,74
Patna,Tier 3,Gig Driver,10,67,606.0,3636.0,18,8,0.444,0.495,0.539,0.493,0.477,0.411,0.066,0.304,0,0,1,57
Bangalore,Tier 1,Grocery Rider,7,70,1082.0,6492.0,9,6,0.667,0.262,0.404,0.405,0.282,0.384,0.36,0.341,1,0,0,107
Hyderabad,Tier 1,Grocery Rider,6,87,467.0,2802.0,2,7,3.5,0.24,0.583,0.358,0.261,0.254,0.243,0.106,1,1,0,81
Gorakhpur,Tier 4,Construction Worker,1,58,451.0,2706.0,17,6,0.353,0.533,0.258,0.672,0.485,0.188,0.219,0.194,0,0,1,49
Jaipur,Tier 2,Delivery Partner,7,66,613.0,3678.0,16,6,0.375,0.336,0.512,0.521,0.321,0.52,0.049,0.114,1,0,0,78
Hyderabad,Tier 1,Grocery Rider,8,71,462.0,2772.0,17,3,0.176,0.44,0.62,0.439,0.489,0.21,0.335,0.257,1,0,0,110
Bhopal,Tier 3,Gig Driver,11,75,677.0,4062.0,18,3,0.167,0.594,0.516,0.482,0.545,0.568,0.116,0.206,0,0,1,63
Muzaffarpur,Tier 4,Domestic Worker,12,77,668.0,4008.0,16,3,0.188,0.645,0.414,0.559,0.618,0.474,0.365,0.276,0,0,1,51
Ahmedabad,Tier 2,Delivery Partner,5,76,710.0,4260.0,24,6,0.25,0.394,0.558,0.347,0.433,0.398,0.357,0.102,0,1,0,78
Surat,Tier 2,Construction Worker,10,86,415.0,2490.0,2,1,0.5,0.278,0.598,0.37,0.348,0.191,0.144,0.276,0,0,1,49
Indore,Tier 3,Gig Driver,6,83,824.0,4944.0,11,3,0.273,0.611,0.509,0.511,0.565,0.398,0.1,0.15,1,1,0,80
Surat,Tier 2,Last-Mile Logistics,10,66,474.0,2844.0,20,0,0.0,0.421,0.457,0.516,0.448,0.104,0.247,0.078,0,0,1,60
Lucknow,Tier 2,Grocery Rider,6,95,590.0,3540.0,19,7,0.368,0.359,0.564,0.342,0.35,0.323,0.285,0.163,1,1,0,75
Bareilly,Tier 4,Grocery Rider,8,89,581.0,3486.0,1,3,3.0,0.614,0.241,0.464,0.565,0.565,0.221,0.289,1,0,0,49
Pune,Tier 2,Construction Worker,6,83,796.0,4776.0,4,1,0.25,0.486,0.537,0.483,0.442,0.375,0.187,0.328,1,1,0,88
Chennai,Tier 1,Construction Worker,1,61,729.0,4374.0,7,2,0.286,0.261,0.432,0.464,0.291,0.531,0.332,0.135,0,0,1,80
Lucknow,Tier 2,Delivery Partner,6,62,1132.0,6792.0,22,1,0.045,0.351,0.448,0.376,0.362,0.226,0.15,0.29,1,1,0,80
Lucknow,Tier 2,Gig Driver,8,65,775.0,4650.0,0,5,5.0,0.468,0.363,0.522,0.443,0.439,0.233,0.216,1,0,0,93
Pune,Tier 2,Construction Worker,9,78,1049.0,6294.0,6,3,0.5,0.304,0.551,0.4,0.292,0.479,0.036,0.204,1,0,0,79
Muzaffarpur,Tier 4,Domestic Worker,5,69,881.0,5286.0,17,7,0.412,0.589,0.301,0.557,0.553,0.328,0.381,0.305,0,1,0,55
Bareilly,Tier 4,Construction Worker,3,72,830.0,4980.0,22,0,0.0,0.645,0.279,0.57,0.677,0.436,0.061,0.09,0,0,0,51
Patna,Tier 3,Domestic Worker,11,79,636.0,3816.0,16,0,0.0,0.405,0.686,0.442,0.365,0.219,0.094,0.177,0,0,1,49
Jaipur,Tier 2,Grocery Rider,1,44,844.0,5064.0,9,3,0.333,0.311,0.363,0.535,0.299,0.199,0.189,0.197,0,0,1,57
Bareilly,Tier 4,Last-Mile Logistics,1,90,583.0,3498.0,14,0,0.0,0.556,0.339,0.672,0.533,0.167,0.196,0.274,0,0,1,49
Bangalore,Tier 1,Gig Driver,11,69,414.0,2484.0,8,5,0.625,0.208,0.521,0.325,0.272,0.401,0.182,0.172,0,0,1,62
Chennai,Tier 1,Delivery Partner,5,65,1114.0,6684.0,20,6,0.3,0.45,0.445,0.28,0.419,0.431,0.265,0.304,0,1,0,106
Ahmedabad,Tier 2,Gig Driver,9,68,890.0,5340.0,22,1,0.045,0.422,0.478,0.419,0.444,0.379,0.258,0.234,1,0,0,96
Surat,Tier 2,Gig Driver,10,82,816.0,4896.0,17,1,0.059,0.42,0.462,0.36,0.378,0.38,0.236,0.342,0,0,1,69
Kolkata,Tier 1,Grocery Rider,9,57,561.0,3366.0,14,8,0.571,0.218,0.593,0.312,0.257,0.444,0.188,0.313,1,0,0,88
Mumbai,Tier 1,Delivery Partner,4,51,1117.0,6702.0,16,4,0.25,0.415,0.441,0.256,0.382,0.243,0.389,0.218,0,1,0,98
Surat,Tier 2,Gig Driver,7,82,763.0,4578.0,23,2,0.087,0.329,0.585,0.512,0.38,0.356,0.316,0.104,1,0,0,88
Mumbai,Tier 1,Last-Mile Logistics,11,75,633.0,3798.0,11,5,0.455,0.399,0.523,0.26,0.435,0.184,0.253,0.076,0,0,1,73
Lucknow,Tier 2,Grocery Rider,9,70,581.0,3486.0,8,0,0.0,0.282,0.587,0.478,0.328,0.35,0.19,0.083,1,0,0,81
Jaipur,Tier 2,Gig Driver,1,53,1182.0,7092.0,17,4,0.235,0.449,0.453,0.338,0.483,0.161,0.076,0.113,0,0,1,68
Ahmedabad,Tier 2,Grocery Rider,6,89,651.0,3906.0,12,2,0.167,0.271,0.466,0.487,0.266,0.21,0.379,0.336,1,1,0,70
Bangalore,Tier 1,Construction Worker,7,65,672.0,4032.0,16,3,0.188,0.28,0.639,0.447,0.324,0.193,0.364,0.298,1,0,0,102
Indore,Tier 3,Grocery Rider,10,67,925.0,5550.0,4,6,1.5,0.563,0.474,0.48,0.606,0.439,0.292,0.114,0,0,1,63
Lucknow,Tier 2,Domestic Worker,6,69,599.0,3594.0,14,8,0.571,0.309,0.398,0.444,0.311,0.51,0.074,0.189,1,1,0,73
Hyderabad,Tier 1,Grocery Rider,11,71,445.0,2670.0,4,8,2.0,0.444,0.598,0.373,0.408,0.396,0.304,0.107,0,0,1,86
Pune,Tier 2,Grocery Rider,5,87,1015.0,6090.0,22,8,0.364,0.451,0.57,0.534,0.446,0.384,0.316,0.259,0,1,0,92
Hyderabad,Tier 1,Gig Driver,3,55,610.0,3660.0,20,2,0.1,0.256,0.577,0.271,0.305,0.447,0.1,0.126,0,0,0,71
Surat,Tier 2,Delivery Partner,9,87,1101.0,6606.0,17,1,0.059,0.463,0.591,0.445,0.508,0.504,0.358,0.053,1,0,0,106
Kolkata,Tier 1,Last-Mile Logistics,3,71,1039.0,6234.0,23,0,0.0,0.232,0.499,0.318,0.238,0.162,0.322,0.053,0,0,0,74
Surat,Tier 2,Gig Driver,7,60,871.0,5226.0,9,7,0.778,0.314,0.415,0.422,0.348,0.161,0.07,0.124,1,0,0,67
Jaipur,Tier 2,Grocery Rider,4,71,879.0,5274.0,3,2,0.667,0.31,0.473,0.319,0.282,0.334,0.159,0.091,0,1,0,70
Kolkata,Tier 1,Delivery Partner,10,91,1170.0,7020.0,19,4,0.211,0.408,0.516,0.434,0.38,0.356,0.112,0.098,0,0,1,84
Bareilly,Tier 4,Domestic Worker,10,59,959.0,5754.0,7,3,0.429,0.564,0.333,0.487,0.522,0.392,0.394,0.079,0,0,1,50
Ahmedabad,Tier 2,Construction Worker,1,80,458.0,2748.0,11,1,0.091,0.469,0.481,0.402,0.453,0.249,0.122,0.315,0,0,1,57
Bhopal,Tier 3,Grocery Rider,9,83,1039.0,6234.0,19,7,0.368,0.464,0.605,0.515,0.496,0.255,0.257,0.315,1,0,0,79
Nagpur,Tier 2,Grocery Rider,7,63,813.0,4878.0,15,7,0.467,0.336,0.518,0.538,0.351,0.333,0.262,0.081,1,0,0,89
Hyderabad,Tier 1,Grocery Rider,4,75,936.0,5616.0,7,0,0.0,0.203,0.451,0.421,0.259,0.52,0.117,0.329,0,1,0,89
Indore,Tier 3,Delivery Partner,5,93,877.0,5262.0,13,3,0.231,0.431,0.691,0.431,0.413,0.507,0.247,0.301,0,1,0,69
