city_tier,month_of_year,hour_of_day,day_of_week,is_monsoon,is_heat_season,rainfall_score,aqi_score,heat_score,order_drop_score,social_score,prev_rainfall,prev_aqi,prev_heat,hist_avg_rainfall,hist_avg_aqi,current_dcs,prev_dcs,hist_avg_dcs,dcs_trend,forecast_dcs,disruption_probability
Tier 2,4,15,4,0,1,0.2968,0.3705,0.5575,0.1284,0.1421,0.2645,0.3603,0.5317,0.33,0.42,36,38,36,-2,36,0.136
Tier 4,2,18,3,0,0,0.4675,0.3314,0.5781,0.2669,0.2619,0.4781,0.2538,0.562,0.52,0.28,53,46,49,7,47,0.537
Tier 1,7,21,2,1,0,0.4426,0.4479,0.2889,0.172,0.1186,0.5136,0.4827,0.3415,0.322,0.552,45,49,46,-4,50,0.225
Tier 2,5,0,3,0,1,0.3738,0.3671,0.5689,0.2095,0.1123,0.3591,0.3867,0.5999,0.33,0.42,40,40,36,0,39,0.222
Tier 1,11,1,5,0,0,0.3392,0.5887,0.2921,0.2676,0.107,0.2954,0.5627,0.3107,0.28,0.48,38,36,32,2,33,0.174
Tier 3,3,15,1,0,0,0.4282,0.4072,0.3468,0.2571,0.1951,0.4544,0.3527,0.293,0.48,0.52,41,43,49,-2,42,0.227
Tier 1,11,23,4,0,0,0.2579,0.5016,0.2694,0.1845,0.0963,0.3141,0.5214,0.2386,0.28,0.48,31,35,32,-4,24,0.148
Tier 2,2,13,3,0,0,0.3214,0.448,0.4167,0.2259,0.0422,0.2725,0.4238,0.4428,0.33,0.42,36,38,36,-2,41,0.227
Tier 3,6,7,0,1,1,0.7544,0.562,0.6575,0.3031,0.0717,0.7123,0.5532,0.6626,0.552,0.598,87,77,71,10,91,0.915
Tier 3,1,15,2,0,0,0.4837,0.5088,0.5356,0.2173,0.1658,0.4951,0.4746,0.4555,0.48,0.52,49,51,49,-2,46,0.244
Tier 2,7,10,5,1,0,0.4904,0.3413,0.3882,0.21,0.1783,0.4605,0.2604,0.284,0.3795,0.483,49,42,52,7,51,0.228
Tier 3,10,22,3,0,0,0.3845,0.4066,0.502,0.2663,0.1582,0.3228,0.368,0.5038,0.48,0.52,43,40,49,3,45,0.198
Tier 3,9,17,5,1,0,0.7572,0.533,0.4865,0.336,0.1426,0.744,0.4841,0.5239,0.552,0.598,83,75,71,8,94,0.933
Tier 4,6,21,5,1,1,0.6752,0.3392,0.6461,0.3502,0.2637,0.7683,0.372,0.6827,0.598,0.322,74,80,70,-6,84,0.942
Tier 2,2,21,3,0,0,0.3212,0.4997,0.3019,0.3039,0.0883,0.3554,0.4651,0.3266,0.33,0.42,37,38,36,-1,37,0.167
Tier 2,3,7,0,0,0,0.3647,0.4768,0.3246,0.158,0.0757,0.3162,0.4338,0.3616,0.33,0.42,39,33,36,6,35,0.16
Tier 2,7,3,2,1,0,0.5817,0.393,0.2873,0.2302,0.1764,0.5435,0.3824,0.2512,0.3795,0.483,53,50,52,3,61,0.558
Tier 2,6,11,4,1,1,0.5175,0.4613,0.603,0.2934,0.1171,0.5298,0.5208,0.664,0.3795,0.483,61,65,52,-4,73,0.748
Tier 1,3,11,2,0,0,0.3546,0.4175,0.2786,0.2345,0.1089,0.2655,0.3509,0.3051,0.28,0.48,33,29,32,4,34,0.159
Tier 4,8,9,1,1,0,0.6587,0.2464,0.4466,0.313,0.1079,0.6557,0.2699,0.3927,0.598,0.322,67,60,70,7,80,0.771
Tier 3,11,4,1,0,0,0.5227,0.4109,0.4674,0.2375,0.1584,0.4615,0.4773,0.4159,0.48,0.52,47,45,49,2,53,0.197
Tier 2,4,18,2,0,1,0.3223,0.4059,0.4287,0.1745,0.1384,0.3729,0.3983,0.4242,0.33,0.42,39,37,36,2,39,0.219
Tier 1,6,6,4,1,1,0.4867,0.3841,0.5352,0.1834,0.0815,0.5046,0.3931,0.4924,0.322,0.552,50,49,46,1,53,0.54
Tier 2,3,8,6,0,0,0.2223,0.4277,0.4201,0.269,0.0952,0.1782,0.4042,0.4677,0.33,0.42,37,31,36,6,33,0.156
Tier 2,4,20,6,0,1,0.3275,0.5049,0.4578,0.2112,0.1395,0.3141,0.4417,0.4323,0.33,0.42,44,37,36,7,43,0.173
Tier 2,11,14,2,0,0,0.3068,0.39,0.4973,0.2375,0.0754,0.2757,0.3748,0.5118,0.33,0.42,37,39,36,-2,34,0.181
Tier 1,8,17,3,1,0,0.4723,0.373,0.3163,0.1454,0.0008,0.569,0.3855,0.3168,0.322,0.552,46,46,46,0,45,0.221
Tier 1,2,15,0,0,0,0.2229,0.5233,0.2704,0.2461,0.094,0.2538,0.5393,0.3128,0.28,0.48,31,37,32,-6,23,0.156
Tier 2,12,7,6,0,0,0.2972,0.3357,0.3264,0.1816,0.1282,0.2763,0.3389,0.2932,0.33,0.42,34,29,36,5,32,0.195
Tier 4,10,9,3,0,0,0.5712,0.2942,0.5458,0.3687,0.2011,0.6072,0.2577,0.4639,0.52,0.28,57,50,49,7,62,0.648
Tier 4,8,7,6,1,0,0.7036,0.3137,0.5242,0.3459,0.2568,0.6849,0.3286,0.5173,0.598,0.322,78,70,70,8,88,0.884
Tier 3,12,14,5,0,0,0.5478,0.419,0.5334,0.1753,0.2122,0.5143,0.4416,0.5285,0.48,0.52,49,52,49,-3,57,0.26
Tier 1,6,8,3,1,1,0.4416,0.5287,0.393,0.0463,0.0063,0.4047,0.4985,0.3756,0.322,0.552,51,43,46,8,47,0.526
Tier 4,9,13,5,1,0,0.7041,0.2382,0.6039,0.3355,0.2235,0.736,0.1786,0.603,0.598,0.322,70,76,70,-6,77,0.886
Tier 4,11,21,1,0,0,0.5313,0.1536,0.4388,0.4684,0.2491,0.5907,0.1882,0.4546,0.52,0.28,46,49,49,-3,56,0.255
Tier 3,7,19,2,1,0,0.69,0.5097,0.5099,0.2481,0.2099,0.6621,0.4955,0.4688,0.552,0.598,78,67,71,11,94,0.873
Tier 3,12,6,5,0,0,0.5031,0.4632,0.4828,0.2974,0.0689,0.4472,0.425,0.4307,0.48,0.52,48,44,49,4,50,0.244
Tier 1,5,0,6,0,1,0.2546,0.474,0.4323,0.2093,0.1981,0.2855,0.5298,0.3762,0.28,0.48,35,36,32,-1,37,0.195
Tier 2,7,14,0,1,0,0.4684,0.3939,0.4,0.2101,0.0921,0.4568,0.3933,0.3566,0.3795,0.483,49,53,52,-4,51,0.276
Tier 2,10,11,4,0,0,0.3225,0.4788,0.3182,0.246,0.1904,0.2893,0.4717,0.3119,0.33,0.42,37,36,36,1,32,0.183
Tier 4,11,13,5,0,0,0.6155,0.3432,0.5676,0.3384,0.3477,0.6567,0.3447,0.5764,0.52,0.28,56,64,49,-8,63,0.641
Tier 3,3,2,5,0,0,0.4692,0.4316,0.4945,0.3224,0.1213,0.4655,0.4852,0.4464,0.48,0.52,47,48,49,-1,45,0.219
Tier 4,8,16,6,1,0,0.7196,0.3296,0.5078,0.3859,0.2341,0.7323,0.356,0.496,0.598,0.322,72,73,70,-1,82,0.887
Tier 2,1,6,3,0,0,0.3616,0.4966,0.3707,0.2205,0.0691,0.3527,0.5055,0.3699,0.33,0.42,38,38,36,0,36,0.268
Tier 3,11,4,3,0,0,0.4925,0.3552,0.4133,0.3119,0.1414,0.4692,0.3056,0.3942,0.48,0.52,44,41,49,3,38,0.244
Tier 3,10,12,2,0,0,0.4085,0.5463,0.5002,0.2239,0.1168,0.4238,0.5239,0.4926,0.48,0.52,47,47,49,0,42,0.233
Tier 2,5,9,4,0,1,0.2739,0.4722,0.6222,0.1693,0.1381,0.3106,0.4732,0.6447,0.33,0.42,44,41,36,3,42,0.254
Tier 4,9,10,3,1,0,0.7389,0.3774,0.4137,0.3727,0.1811,0.7038,0.4308,0.4035,0.598,0.322,71,71,70,0,75,0.941
Tier 2,1,6,0,0,0,0.4443,0.4749,0.4047,0.207,0.0755,0.492,0.5116,0.4227,0.33,0.42,41,44,36,-3,37,0.28
Tier 2,10,19,0,0,0,0.3129,0.3944,0.4472,0.2182,0.1389,0.3694,0.4215,0.4764,0.33,0.42,40,39,36,1,34,0.186
Tier 3,12,2,2,0,0,0.4905,0.5178,0.5193,0.3262,0.2307,0.4368,0.6123,0.5183,0.48,0.52,52,53,49,-1,49,0.496
Tier 2,1,19,3,0,0,0.2783,0.423,0.3599,0.2988,0.2461,0.2396,0.4035,0.3187,0.33,0.42,40,34,36,6,38,0.209
Tier 3,8,5,0,1,0,0.6613,0.4686,0.4831,0.264,0.2008,0.5961,0.4761,0.4555,0.552,0.598,68,65,71,3,77,0.896
Tier 1,9,19,6,1,0,0.3756,0.5726,0.3943,0.1268,0.0473,0.3158,0.6095,0.3811,0.322,0.552,52,45,46,7,60,0.511
Tier 3,12,5,0,0,0,0.4814,0.533,0.4561,0.2439,0.1578,0.5041,0.5191,0.5211,0.48,0.52,48,50,49,-2,40,0.217
Tier 1,7,9,4,1,0,0.431,0.4138,0.337,0.1734,0.0,0.5108,0.4208,0.3371,0.322,0.552,47,48,46,-1,49,0.176
Tier 1,7,16,5,1,0,0.5139,0.4222,0.3944,0.1334,0.0729,0.4601,0.3717,0.39,0.322,0.552,48,44,46,4,65,0.258
Tier 4,9,21,5,1,0,0.7206,0.1146,0.5695,0.5297,0.2087,0.6882,0.1211,0.5123,0.598,0.322,69,67,70,2,77,0.861
Tier 1,6,17,4,1,1,0.4752,0.4499,0.3793,0.1569,0.0648,0.5299,0.4961,0.4352,0.322,0.552,52,53,46,-1,52,0.58
Tier 3,2,1,4,0,0,0.5009,0.4451,0.4252,0.2042,0.0569,0.5164,0.3956,0.3949,0.48,0.52,44,42,49,2,47,0.266
Tier 1,11,9,6,0,0,0.1884,0.391,0.3475,0.1424,0.0601,0.1452,0.4045,0.3565,0.28,0.48,29,25,32,4,24,0.14
Tier 4,11,17,5,0,0,0.578,0.3741,0.5867,0.3803,0.2789,0.5307,0.3455,0.6077,0.52,0.28,62,54,49,8,70,0.765
Tier 2,11,4,1,0,0,0.2645,0.4207,0.3248,0.1734,0.0373,0.2699,0.3493,0.3405,0.33,0.42,31,30,36,1,29,0.201
Tier 1,1,1,5,0,0,0.2996,0.4282,0.3275,0.2976,0.0344,0.2444,0.4528,0.3185,0.28,0.48,33,31,32,2,25,0.121
Tier 3,1,16,5,0,0,0.5769,0.5195,0.3623,0.351,0.2541,0.6261,0.5026,0.3515,0.48,0.52,52,54,49,-2,56,0.517
Tier 2,4,18,1,0,1,0.3717,0.4926,0.5268,0.2602,0.1467,0.3617,0.4594,0.4807,0.33,0.42,48,40,36,8,46,0.277
Tier 2,2,12,0,0,0,0.3422,0.3648,0.4313,0.2378,0.1697,0.3215,0.4101,0.4765,0.33,0.42,37,38,36,-1,38,0.171
Tier 4,3,12,4,0,0,0.5151,0.2848,0.4541,0.3765,0.2814,0.5094,0.2984,0.5101,0.52,0.28,48,50,49,-2,52,0.222
Tier 1,10,16,1,0,0,0.3005,0.4945,0.3533,0.1846,0.1279,0.3671,0.5369,0.3668,0.28,0.48,34,38,32,-4,31,0.185
Tier 1,8,12,4,1,0,0.4853,0.5276,0.396,0.1739,0.0,0.5666,0.5015,0.4038,0.322,0.552,50,54,46,-4,58,0.489
Tier 1,7,10,0,1,0,0.5514,0.4919,0.4846,0.246,0.0894,0.5197,0.3868,0.5116,0.322,0.552,57,54,46,3,60,0.602
Tier 2,1,9,4,0,0,0.3588,0.5271,0.3767,0.2855,0.0779,0.3671,0.5161,0.4242,0.33,0.42,44,42,36,2,41,0.188
Tier 3,8,1,6,1,0,0.6178,0.4827,0.5022,0.2434,0.1308,0.6534,0.3542,0.485,0.552,0.598,66,60,71,6,77,0.814
Tier 2,9,0,5,1,0,0.5123,0.4914,0.3792,0.3284,0.1827,0.4736,0.5687,0.3903,0.3795,0.483,58,61,52,-3,69,0.673
Tier 1,10,5,2,0,0,0.2699,0.5563,0.436,0.0424,0.1489,0.2341,0.4526,0.4566,0.28,0.48,34,32,32,2,33,0.196
Tier 4,2,23,6,0,0,0.4838,0.2958,0.5619,0.4312,0.2226,0.4753,0.2936,0.5141,0.52,0.28,50,53,49,-3,49,0.503
Tier 1,5,17,5,0,1,0.1869,0.3904,0.4188,0.1594,0.1888,0.1825,0.4122,0.4694,0.28,0.48,32,32,32,0,27,0.175
Tier 2,7,0,0,1,0,0.4889,0.5289,0.4321,0.2325,0.1708,0.496,0.5142,0.452,0.3795,0.483,57,59,52,-2,57,0.655
Tier 1,4,19,5,0,1,0.233,0.4324,0.3628,0.2047,0.0681,0.2764,0.4489,0.3688,0.28,0.48,33,32,32,1,29,0.122
Tier 4,1,9,2,0,0,0.5458,0.2045,0.3945,0.4278,0.1864,0.4761,0.166,0.3657,0.52,0.28,50,41,49,9,51,0.529
Tier 3,5,15,2,0,1,0.453,0.5337,0.6005,0.4012,0.1026,0.4643,0.5938,0.5855,0.48,0.52,53,60,49,-7,54,0.536
Tier 4,4,1,6,0,1,0.6077,0.2831,0.7005,0.4393,0.2661,0.6077,0.2562,0.8089,0.52,0.28,58,60,49,-2,65,0.677
Tier 1,7,10,2,1,0,0.6077,0.4829,0.3143,0.2731,0.0918,0.6427,0.4906,0.3511,0.322,0.552,55,58,46,-3,60,0.55
Tier 3,8,9,1,1,0,0.5696,0.5145,0.3388,0.2704,0.188,0.6038,0.5347,0.3749,0.552,0.598,67,65,71,2,77,0.814
Tier 1,8,2,2,1,0,0.4937,0.3849,0.384,0.1226,0.1092,0.5065,0.4315,0.3167,0.322,0.552,46,46,46,0,54,0.229
Tier 4,2,18,2,0,0,0.4843,0.4016,0.5682,0.4324,0.1474,0.5052,0.3583,0.516,0.52,0.28,58,52,49,6,54,0.703
Tier 4,3,4,4,0,0,0.4979,0.2638,0.5178,0.3354,0.2966,0.4562,0.2336,0.4702,0.52,0.28,48,46,49,2,43,0.231
Tier 1,3,19,5,0,0,0.3309,0.5198,0.2855,0.156,0.0127,0.3365,0.5711,0.2622,0.28,0.48,36,34,32,2,30,0.2
Tier 2,2,23,2,0,0,0.4709,0.4526,0.3552,0.199,0.2546,0.4831,0.422,0.3527,0.33,0.42,42,46,36,-4,44,0.248
Tier 2,8,17,6,1,0,0.5419,0.4175,0.4038,0.1835,0.1988,0.5338,0.4371,0.4723,0.3795,0.483,60,57,52,3,69,0.698
Tier 1,4,14,3,0,1,0.2118,0.512,0.3419,0.2381,0.1439,0.2158,0.4907,0.3413,0.28,0.48,33,34,32,-1,30,0.21
Tier 1,5,11,1,0,1,0.3035,0.4939,0.4941,0.1215,0.0729,0.3088,0.4818,0.471,0.28,0.48,36,35,32,1,40,0.17
Tier 3,11,6,6,0,0,0.4394,0.5108,0.5701,0.3744,0.2969,0.4418,0.5365,0.5281,0.48,0.52,53,52,49,1,52,0.561
Tier 1,6,10,0,1,1,0.4936,0.4292,0.521,0.0356,0.0849,0.4893,0.3484,0.5364,0.322,0.552,49,47,46,2,57,0.255
Tier 3,5,10,4,0,1,0.5384,0.6029,0.6595,0.228,0.0816,0.5533,0.5868,0.7109,0.48,0.52,56,57,49,-1,63,0.61
Tier 2,7,23,1,1,0,0.4734,0.3689,0.3768,0.1836,0.2978,0.5069,0.4123,0.3724,0.3795,0.483,50,58,52,-8,60,0.497
Tier 1,9,22,6,1,0,0.4438,0.4348,0.3401,0.2653,0.1652,0.4135,0.4035,0.39,0.322,0.552,48,49,46,-1,54,0.196
Tier 3,5,12,2,0,1,0.4294,0.4594,0.6547,0.2693,0.1943,0.4782,0.4333,0.6585,0.48,0.52,50,51,49,-1,51,0.511
Tier 3,4,20,4,0,1,0.4872,0.4895,0.5463,0.2983,0.2254,0.568,0.4737,0.5571,0.48,0.52,56,55,49,1,52,0.612
Tier 3,10,14,2,0,0,0.4485,0.4659,0.5683,0.2838,0.1755,0.4584,0.468,0.5595,0.48,0.52,49,54,49,-5,45,0.217
Tier 2,5,12,2,0,1,0.3252,0.5495,0.4807,0.2626,0.1252,0.335,0.5863,0.4119,0.33,0.42,42,42,36,0,40,0.216
Tier 3,5,0,3,0,1,0.5227,0.4666,0.6933,0.3292,0.1943,0.5414,0.5132,0.6696,0.48,0.52,55,58,49,-3,62,0.593
Tier 2,7,8,5,1,0,0.6691,0.4338,0.4639,0.1947,0.2041,0.6472,0.4468,0.4396,0.3795,0.483,68,62,52,6,75,0.863
Tier 3,10,2,6,0,0,0.5122,0.5184,0.4312,0.3422,0.2556,0.4463,0.4833,0.4248,0.48,0.52,51,48,49,3,62,0.509
Tier 3,3,2,0,0,0,0.5746,0.4319,0.5073,0.2443,0.2086,0.5043,0.3805,0.5264,0.48,0.52,51,46,49,5,62,0.524
Tier 4,8,10,4,1,0,0.7741,0.2344,0.4395,0.3452,0.1306,0.7461,0.244,0.4351,0.598,0.322,67,66,70,1,74,0.812
Tier 3,8,3,0,1,0,0.5493,0.4978,0.5242,0.3695,0.1914,0.6042,0.5131,0.5285,0.552,0.598,67,69,71,-2,81,0.838
Tier 4,4,9,4,0,1,0.6033,0.223,0.8157,0.3351,0.1785,0.5947,0.2298,0.8129,0.52,0.28,62,55,49,7,65,0.772
Tier 1,9,6,4,1,0,0.4272,0.377,0.2567,0.1747,0.0544,0.416,0.345,0.2971,0.322,0.552,40,41,46,-1,41,0.191
Tier 2,5,19,3,0,1,0.401,0.4435,0.4735,0.2534,0.1638,0.3293,0.4174,0.4811,0.33,0.42,46,40,36,6,42,0.209
Tier 4,8,19,5,1,0,0.7679,0.1344,0.4715,0.4346,0.2378,0.7375,0.0863,0.5051,0.598,0.322,74,65,70,9,86,0.905
Tier 3,5,14,1,0,1,0.4853,0.4405,0.5684,0.3249,0.2135,0.5006,0.4171,0.599,0.48,0.52,51,57,49,-6,46,0.504
Tier 3,12,21,0,0,0,0.4709,0.5708,0.4779,0.2823,0.1565,0.4816,0.568,0.4465,0.48,0.52,50,50,49,0,55,0.482
Tier 3,3,22,5,0,0,0.4296,0.5367,0.4204,0.2156,0.0938,0.3987,0.5067,0.3691,0.48,0.52,45,40,49,5,44,0.208
Tier 2,6,6,1,1,1,0.5054,0.4552,0.5523,0.1822,0.1671,0.5674,0.4147,0.5825,0.3795,0.483,58,59,52,-1,66,0.637
Tier 2,11,6,4,0,0,0.399,0.4633,0.3393,0.2276,0.0974,0.3352,0.4709,0.325,0.33,0.42,38,36,36,2,33,0.194
Tier 3,1,11,0,0,0,0.5448,0.5046,0.4359,0.2979,0.2073,0.5799,0.5795,0.4177,0.48,0.52,51,53,49,-2,58,0.526
Tier 1,12,23,2,0,0,0.2693,0.4429,0.2991,0.1942,0.042,0.257,0.4436,0.2375,0.28,0.48,30,30,32,0,32,0.125
Tier 2,11,9,2,0,0,0.3267,0.3576,0.3334,0.1335,0.1802,0.2736,0.3938,0.3521,0.33,0.42,35,32,36,3,42,0.189
Tier 2,11,23,3,0,0,0.2628,0.5093,0.3912,0.3467,0.1096,0.3141,0.5093,0.4974,0.33,0.42,38,48,36,-10,37,0.215
Tier 3,9,3,2,1,0,0.782,0.4727,0.5381,0.2624,0.1891,0.7853,0.4956,0.5594,0.552,0.598,75,76,71,-1,78,0.93
Tier 4,1,2,2,0,0,0.6216,0.2914,0.4236,0.3946,0.1742,0.6289,0.3189,0.4455,0.52,0.28,50,53,49,-3,56,0.522
Tier 3,3,9,1,0,0,0.4757,0.4787,0.5071,0.2123,0.1751,0.4206,0.4565,0.4866,0.48,0.52,52,44,49,8,53,0.579
Tier 3,1,9,5,0,0,0.4687,0.494,0.5282,0.2877,0.1874,0.367,0.5242,0.5532,0.48,0.52,55,48,49,7,54,0.579
Tier 2,10,16,0,0,0,0.3168,0.3595,0.4677,0.2786,0.0912,0.3416,0.3707,0.4403,0.33,0.42,36,37,36,-1,36,0.25
Tier 4,8,11,4,1,0,0.7257,0.2657,0.5537,0.339,0.1849,0.6886,0.1286,0.5831,0.598,0.322,70,62,70,8,81,0.89
Tier 3,3,9,5,0,0,0.609,0.4294,0.6143,0.3628,0.2345,0.6665,0.4456,0.5462,0.48,0.52,62,57,49,5,66,0.738
Tier 2,9,9,6,1,0,0.4753,0.4768,0.3672,0.2446,0.1394,0.4804,0.4413,0.3202,0.3795,0.483,58,50,52,8,65,0.619
Tier 3,4,2,6,0,1,0.6202,0.5381,0.6342,0.2476,0.2194,0.612,0.5501,0.6678,0.48,0.52,58,60,49,-2,65,0.631
Tier 4,5,2,1,0,1,0.3952,0.2927,0.6835,0.4656,0.213,0.4102,0.3237,0.7041,0.52,0.28,50,53,49,-3,45,0.492
Tier 1,10,16,5,0,0,0.1496,0.4776,0.2804,0.1993,0.0841,0.1089,0.5301,0.2837,0.28,0.48,27,28,32,-1,26,0.094
Tier 4,10,22,2,0,0,0.5967,0.3327,0.5189,0.3673,0.2802,0.5818,0.2694,0.5047,0.52,0.28,54,51,49,3,63,0.551
Tier 4,11,7,1,0,0,0.47,0.2165,0.5457,0.2584,0.2646,0.4327,0.1856,0.6165,0.52,0.28,49,45,49,4,43,0.305
Tier 2,6,10,4,1,1,0.5182,0.4349,0.5847,0.1022,0.1016,0.5155,0.4401,0.5326,0.3795,0.483,56,55,52,1,72,0.65
Tier 3,8,15,6,1,0,0.6638,0.5082,0.5409,0.297,0.0977,0.7476,0.4686,0.64,0.552,0.598,70,83,71,-13,73,0.923
Tier 4,9,20,0,1,0,0.627,0.3014,0.636,0.2817,0.2643,0.5945,0.3468,0.6387,0.598,0.322,76,70,70,6,88,0.876
Tier 3,1,9,6,0,0,0.5872,0.4279,0.4965,0.2306,0.0908,0.5419,0.4259,0.5105,0.48,0.52,54,49,49,5,60,0.567
Tier 2,12,2,3,0,0,0.3923,0.3831,0.2843,0.2763,0.2194,0.3595,0.4616,0.3076,0.33,0.42,37,38,36,-1,38,0.139
Tier 1,10,9,0,0,0,0.2596,0.436,0.2415,0.2318,0.1205,0.2918,0.4249,0.2809,0.28,0.48,33,31,32,2,29,0.106
Tier 4,7,21,1,1,0,0.7899,0.3431,0.6956,0.3299,0.18,0.7218,0.3815,0.7248,0.598,0.322,79,80,70,-1,92,0.884
Tier 4,1,11,5,0,0,0.6006,0.3122,0.4267,0.3421,0.1031,0.5541,0.2681,0.401,0.52,0.28,49,45,49,4,55,0.244
Tier 2,12,15,6,0,0,0.3499,0.345,0.3844,0.3061,0.1301,0.3697,0.3611,0.4189,0.33,0.42,36,42,36,-6,35,0.2
Tier 2,7,4,2,1,0,0.5565,0.3596,0.3098,0.1988,0.2331,0.5497,0.372,0.2311,0.3795,0.483,51,49,52,2,53,0.529
Tier 2,4,6,4,0,1,0.2309,0.3765,0.5897,0.2294,0.1131,0.2096,0.3598,0.5961,0.33,0.42,36,35,36,1,30,0.128
Tier 2,8,10,3,1,0,0.5895,0.3938,0.3842,0.2593,0.0968,0.595,0.4197,0.45,0.3795,0.483,55,57,52,-2,67,0.606
Tier 1,3,17,5,0,0,0.2718,0.5756,0.2191,0.0947,0.0,0.3198,0.5962,0.1642,0.28,0.48,33,31,32,2,24,0.171
Tier 3,4,13,5,0,1,0.4093,0.5624,0.5612,0.2931,0.2577,0.4483,0.5827,0.5579,0.48,0.52,51,57,49,-6,48,0.511
Tier 3,11,3,5,0,0,0.388,0.5461,0.4091,0.3728,0.1889,0.4272,0.5844,0.4923,0.48,0.52,47,51,49,-4,43,0.28
Tier 4,4,20,0,0,1,0.4408,0.2273,0.6842,0.3408,0.2781,0.3872,0.2246,0.6767,0.52,0.28,53,46,49,7,50,0.556
Tier 4,1,13,0,0,0,0.4705,0.2578,0.4587,0.4018,0.282,0.5377,0.2752,0.4451,0.52,0.28,46,54,49,-8,44,0.225
Tier 2,5,19,3,0,1,0.3143,0.4903,0.5041,0.3008,0.1509,0.2996,0.4589,0.4979,0.33,0.42,46,40,36,6,46,0.217
Tier 2,7,16,2,1,0,0.5225,0.3428,0.4136,0.204,0.2347,0.5507,0.3462,0.4626,0.3795,0.483,52,56,52,-4,60,0.554
Tier 3,2,20,5,0,0,0.5102,0.4273,0.5704,0.2104,0.1021,0.3962,0.4463,0.5047,0.48,0.52,53,43,49,10,59,0.541
Tier 2,6,5,0,1,1,0.4346,0.4135,0.5813,0.2621,0.2472,0.4084,0.3609,0.5937,0.3795,0.483,57,55,52,2,57,0.56
Tier 2,10,0,4,0,0,0.2696,0.4534,0.397,0.2779,0.1607,0.299,0.484,0.3979,0.33,0.42,36,37,36,-1,32,0.162
Tier 1,6,1,6,1,1,0.4735,0.4242,0.5263,0.1271,0.1661,0.435,0.4,0.4991,0.322,0.552,51,48,46,3,53,0.511
Tier 2,9,11,3,1,0,0.4855,0.4044,0.393,0.2071,0.131,0.5261,0.4154,0.347,0.3795,0.483,51,51,52,0,55,0.523
Tier 1,11,20,3,0,0,0.3478,0.4356,0.3085,0.1162,0.0975,0.2864,0.4485,0.3062,0.28,0.48,35,31,32,4,33,0.137
Tier 2,8,7,4,1,0,0.4966,0.4152,0.3603,0.2076,0.2373,0.5007,0.4305,0.28,0.3795,0.483,57,53,52,4,64,0.627
Tier 1,11,9,6,0,0,0.4169,0.4816,0.3384,0.164,0.0824,0.3269,0.5131,0.3265,0.28,0.48,40,34,32,6,36,0.208
Tier 4,5,1,5,0,1,0.5922,0.3043,0.6608,0.3426,0.232,0.5589,0.3126,0.6882,0.52,0.28,55,55,49,0,60,0.62
Tier 4,9,21,4,1,0,0.654,0.231,0.4236,0.352,0.2717,0.7072,0.293,0.396,0.598,0.322,63,67,70,-4,78,0.799
Tier 4,6,17,4,1,1,0.7301,0.2428,0.4631,0.264,0.1089,0.6722,0.318,0.4113,0.598,0.322,70,61,70,9,88,0.898
Tier 1,9,14,5,1,0,0.5397,0.4905,0.2009,0.272,0.1241,0.5348,0.5609,0.1871,0.322,0.552,50,56,46,-6,64,0.524
Tier 2,8,7,0,1,0,0.5467,0.3569,0.3578,0.1569,0.2096,0.4837,0.4207,0.4093,0.3795,0.483,56,51,52,5,64,0.633
Tier 2,9,23,6,1,0,0.6147,0.4911,0.354,0.2953,0.2103,0.6072,0.4908,0.4157,0.3795,0.483,61,70,52,-9,79,0.736
Tier 3,7,7,4,1,0,0.6995,0.6015,0.5993,0.2433,0.1679,0.6588,0.6152,0.6348,0.552,0.598,84,76,71,8,98,0.884
Tier 4,9,20,2,1,0,0.7878,0.2425,0.4358,0.3946,0.2121,0.8357,0.2758,0.3659,0.598,0.322,77,73,70,4,91,0.932
Tier 1,8,19,5,1,0,0.4651,0.4514,0.3327,0.2352,0.1537,0.4476,0.4298,0.2731,0.322,0.552,53,46,46,7,55,0.612
Tier 4,1,8,4,0,0,0.5559,0.2994,0.5698,0.4352,0.123,0.5333,0.2901,0.5307,0.52,0.28,57,49,49,8,65,0.624
Tier 2,5,14,2,0,1,0.3421,0.4231,0.5634,0.0723,0.167,0.3311,0.4394,0.5163,0.33,0.42,38,42,36,-4,36,0.168
Tier 2,9,23,6,1,0,0.4896,0.4546,0.4142,0.2414,0.1377,0.4977,0.452,0.3989,0.3795,0.483,54,60,52,-6,60,0.614
Tier 3,8,0,1,1,0,0.6966,0.5557,0.4226,0.2753,0.2006,0.6333,0.5729,0.3842,0.552,0.598,71,67,71,4,81,0.86
Tier 1,9,19,5,1,0,0.5314,0.4906,0.4355,0.198,0.1342,0.4972,0.4434,0.4603,0.322,0.552,60,51,46,9,76,0.728
Tier 1,6,1,3,1,1,0.5142,0.4962,0.447,0.1731,0.0661,0.4616,0.4976,0.4913,0.322,0.552,53,51,46,2,67,0.572
Tier 2,12,7,5,0,0,0.3543,0.4088,0.3825,0.1922,0.1419,0.3599,0.4841,0.4051,0.33,0.42,40,39,36,1,35,0.184
Tier 2,1,4,2,0,0,0.3846,0.3904,0.3429,0.1844,0.0962,0.4297,0.3961,0.3317,0.33,0.42,35,37,36,-2,30,0.133
Tier 2,7,2,3,1,0,0.6103,0.4793,0.4027,0.2752,0.2549,0.5889,0.4345,0.4291,0.3795,0.483,62,59,52,3,72,0.76
